RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned,Gender_Encoded,Geography_France,Geography_Germany,Geography_Spain,CardType_Encoded,Age_Tenure_Interaction,Salary_Balance_Ratio,Credit_Age_Interaction,Age_Squared,CreditScore_Squared,Tenure_Squared,Age_Group,CreditScore_Category,Has_Balance,Active_Months,Complain_With_Low_Satisfaction,Tenure_Group,CreditScore_StandardScaled,Age_StandardScaled,Tenure_StandardScaled,Balance_StandardScaled,EstimatedSalary_StandardScaled,Point Earned_StandardScaled,Age_Tenure_Interaction_StandardScaled,Salary_Balance_Ratio_StandardScaled,Credit_Age_Interaction_StandardScaled,Age_Squared_StandardScaled,CreditScore_Squared_StandardScaled,Tenure_Squared_StandardScaled,Active_Months_StandardScaled,CreditScore_MinMaxScaled,Age_MinMaxScaled,Tenure_MinMaxScaled,Balance_MinMaxScaled,EstimatedSalary_MinMaxScaled,Point Earned_MinMaxScaled,Age_Tenure_Interaction_MinMaxScaled,Salary_Balance_Ratio_MinMaxScaled,Credit_Age_Interaction_MinMaxScaled,Age_Squared_MinMaxScaled,CreditScore_Squared_MinMaxScaled,Tenure_Squared_MinMaxScaled,Active_Months_MinMaxScaled
1894,15802486,Hayes,488,France,Male,34,3,0.0,2,1,1,125979.36,0,0,1,GOLD,974,1,True,False,False,1,102,125979.36,16592,1156,238144,9,26-35,Poor,0,3,0,Regular,-1.6816490401767865,-0.4693113027136664,-0.695981771888179,-1.2258476714090278,0.45018592962101656,1.6266616672015461,-0.7254075601545078,1.5314631575957274,-1.1086987995030861,-0.4972761027313897,-1.5473720076092345,-0.8144134730549238,0.1422652650080519,0.2759999999999999,0.21621621621621623,0.30000000000000004,0.0,0.6298990553597869,0.9704880817253121,0.1159090909090909,0.6299204848359063,0.12641772235855941,0.1022113022113022,0.19274000000000002,0.09,0.30000000000000004
1895,15783398,Rizzo,535,Spain,Female,49,7,115309.75,1,1,0,111421.77,0,0,5,GOLD,885,0,False,False,True,1,343,0.9662739163521181,26215,2401,286225,49,46-55,Poor,1,0,0,Loyal,-1.1953505817601309,0.9609925578058589,0.6871298574603482,0.6222342407461613,0.1970439859370396,1.2327056478360223,1.1583821687067093,-0.6080237130139954,0.11428778494643083,0.8230960017055188,-1.1646298765720102,0.5156754915946334,-0.7877756916800193,0.37,0.4189189189189189,0.7000000000000001,0.45958799447217796,0.5571041534466541,0.869466515323496,0.38977272727272727,4.831080189634401e-06,0.285981959275718,0.25515970515970515,0.272875,0.49,0.0
1896,15649418,Krylov,776,France,Female,29,7,178171.04,2,1,1,115818.51,0,0,5,DIAMOND,977,0,True,False,False,0,203,0.650037514303591,22504,841,602176,49,26-35,Excellent,1,7,0,Loyal,1.2982223645891036,-0.9460792562201749,0.6871298574603482,1.6297189766313913,0.27349890117184744,1.6399410835846535,0.06406448389106445,-0.6080290836462935,-0.3573430178065732,-0.8313461532515714,1.350454232397064,0.5156754915946334,1.38231987392548,0.852,0.14864864864864863,0.7000000000000001,0.7101331062344876,0.5790899530905201,0.9738933030646992,0.23068181818181818,3.2498387239678234e-06,0.22444783444982425,0.0635135135135135,0.7994600000000001,0.49,0.7000000000000001
1897,15604588,Li Fonti,850,Spain,Female,38,3,0.0,2,0,1,179360.76,0,0,2,DIAMOND,729,0,False,False,True,0,114,179360.76,32300,1444,722500,9,36-45,Excellent,0,3,0,Regular,2.063883767202561,-0.08789693990845966,-0.695981771888179,-1.2258476714090278,1.378435135195006,0.5421759959144299,-0.631608901456024,2.4380376983307954,0.887630127913833,-0.19184062797008078,2.3082767438864877,-0.8144134730549238,0.1422652650080519,0.9999999999999999,0.27027027027027034,0.30000000000000004,0.0,0.8968315474127779,0.6923950056753689,0.12954545454545455,0.8968375210421972,0.3868806791802083,0.1375921375921376,1.0,0.09,0.30000000000000004
1898,15735428,Talbot,673,Spain,Female,37,0,0.0,2,0,0,82351.06,0,0,1,PLATINUM,602,0,False,False,True,2,0,82351.06,24901,1369,452929,0,36-45,Good,0,0,0,New,0.2325044663568581,-0.18325053060976135,-1.7333154938995745,-1.2258476714090278,-0.3084666125667807,-0.019985964303789454,-1.5226961590916204,0.7905251897726323,-0.05270840875269267,-0.27138111618917166,0.1623941914055577,-1.1136834901010744,-0.7877756916800193,0.646,0.25675675675675674,0.0,0.0,0.4117367208568418,0.5482406356413168,0.0,0.41177078230433334,0.26419380513364726,0.12837837837837837,0.5507150000000001,0.0,0.0
1899,15629078,Matthias,850,Germany,Female,45,5,127258.79,1,1,1,192744.23,1,1,3,SILVER,380,0,False,True,False,3,225,1.5145729063359292,38250,2025,722500,25,36-45,Excellent,1,5,0,Regular,2.063883767202561,0.5795781950006521,-0.004425957213915414,0.81374280521377,1.611160305297763,-1.0026627766537477,0.23602869150495148,-0.608014401270485,1.643815327692969,0.4243330207671432,2.3082767438864877,-0.28237788719510093,0.762292569466766,0.9999999999999999,0.36486486486486486,0.5,0.5072130680628139,0.9637552886300641,0.29625425652667425,0.2556818181818182,7.5726782249309935e-06,0.48554089009749957,0.20896805896805895,1.0,0.25,0.5
1900,15806880,Boyle,627,Spain,Female,30,6,0.0,1,1,1,113408.47,0,0,4,DIAMOND,320,0,False,False,True,0,180,113408.47,18810,900,393129,36,26-35,Fair,0,6,0,Loyal,-0.2434472163488049,-0.8507256655188732,0.3413519501232164,-1.2258476714090278,0.2315907137619719,-1.2682511043158986,-0.11571627861436291,1.317972150833427,-0.8268132914173512,-0.7687743025192199,-0.3136354135532829,0.08339657808352734,1.072306221696123,0.5539999999999999,0.16216216216216217,0.6000000000000001,0.0,0.5670386021865088,0.22814982973893302,0.20454545454545453,0.5670636713901126,0.16319559594083705,0.07076167076167075,0.45104833333333333,0.36,0.6000000000000001
1901,15754999,Ch'eng,570,France,Female,33,8,0.0,1,1,1,124641.42,0,0,5,PLATINUM,943,0,True,False,False,2,264,124641.42,18810,1089,324900,64,26-35,Fair,0,8,0,Loyal,-0.8332134318753873,-0.5646648934149681,1.03290776479748,-1.2258476714090278,0.4269204899340532,1.4894410312427682,0.5408743322750239,1.508740967075601,-0.8268132914173512,-0.5683322722071109,-0.8567629037997165,1.0144588533382175,1.6923335261548371,0.44000000000000006,0.2027027027027027,0.8,0.0,0.6232087164324193,0.9353007945516458,0.3,0.623230533290577,0.16319559594083705,0.09398034398034397,0.3373333333333333,0.64,0.8
1902,15781034,Mason,796,Spain,Male,67,5,0.0,2,0,1,54871.02,0,0,3,GOLD,726,1,False,False,True,1,335,54871.02,53332,4489,633616,25,56+,Excellent,0,5,0,Regular,1.505157878808957,2.6773571904292894,-0.004425957213915414,-1.2258476714090278,-0.7863170492196495,0.5288965795313224,1.0958497295743865,0.32383258443854024,3.5605859466961505,3.0375031937250085,1.6007279912583674,-0.28237788719510093,0.762292569466766,0.892,0.6621621621621623,0.5,0.0,0.27432339788449794,0.6889897843359818,0.3806818181818182,0.27436541579782886,0.7356237978377661,0.5116707616707616,0.8518600000000001,0.25,0.5
1903,15622017,Bruno,773,Spain,Female,33,10,0.0,1,1,1,98820.09,0,0,4,SILVER,610,0,False,False,True,3,330,98820.09,25509,1089,597529,100,26-35,Excellent,0,10,0,Loyal,1.2671820374561256,-0.5646648934149681,1.7244635794717436,-1.2258476714090278,-0.022086637255638697,0.015425812717830665,1.056766955116685,1.0702181785028277,0.02456228056927619,-0.5683322722071109,1.3134624334966671,2.2115389215228194,2.3123608306135512,0.846,0.2027027027027027,1.0,0.0,0.4940897355697469,0.5573212258796822,0.375,0.494119028637185,0.27427538635006965,0.09398034398034397,0.791715,1.0,1.0
1904,15705885,Smeaton,752,Spain,Male,36,2,0.0,2,1,1,45570.84,0,0,1,SILVER,251,1,False,False,True,3,72,45570.84,27072,1296,565504,4,36-45,Excellent,0,2,0,New,1.0498997475252794,-0.27860412131106305,-1.0417596792253108,-1.2258476714090278,-0.9480378863781935,-1.573677681127372,-0.9599042069007174,0.1658879368224518,0.22320387170453496,-0.34880052472242007,1.0585318632825054,-0.9806745936361185,-0.16774838722130514,0.8039999999999999,0.24324324324324326,0.2,0.0,0.2278180566244076,0.14982973893303062,0.08181818181818182,0.22786276727633972,0.3001923459574186,0.1194103194103194,0.73834,0.04,0.2
1905,15677382,Miller,625,Spain,Female,69,1,107569.96,1,1,1,182336.45,0,0,1,PLATINUM,850,0,False,False,True,2,69,1.6950341430438103,43125,4761,390625,1,56+,Fair,1,1,0,New,-0.26414076777079026,2.868064371831893,-1.3875375865624426,0.49818778411192527,1.430179410889058,1.0777791233664342,-0.9833538715753384,-0.6080113365033042,2.26337883171369,3.3259700309995783,-0.33356815821577346,-1.0804312659848354,-0.4777620394506622,0.5499999999999999,0.6891891891891893,0.1,0.4287396528207928,0.9117114184404611,0.829738933030647,0.0784090909090909,8.47501833688365e-06,0.566375936857465,0.5450859950859951,0.44687499999999997,0.01,0.1
1906,15566843,Gotch,535,Germany,Male,20,9,134874.4,1,1,1,118825.56,0,0,2,GOLD,640,1,False,True,False,1,180,0.8810024659797117,10700,400,286225,81,18-25,Poor,1,9,0,Loyal,-1.1953505817601309,-1.80426157253189,1.378685672134612,0.9357990154737712,0.32578849592997045,0.14821997654890612,-0.11571627861436291,-0.608025161176201,-1.857512782208745,-1.2990442239798257,-1.1646298765720102,1.5797466633142794,2.0023471783841944,0.37,0.02702702702702703,0.9,0.5375664677240071,0.5941266390940334,0.5913734392735528,0.20454545454545453,4.4047069059360615e-06,0.028719241228361087,0.009336609336609333,0.272875,0.81,0.9
1907,15608387,Fu,786,France,Female,29,4,0.0,2,1,0,103372.79,0,0,4,SILVER,245,0,True,False,False,3,116,103372.79,22794,841,617796,16,26-35,Excellent,0,0,0,Regular,1.4016901216990303,-0.9460792562201749,-0.35020386455104724,-1.2258476714090278,0.057080266538879584,-1.6002365138935872,-0.6159757916729434,1.1475365311800625,-0.32048693243918674,-0.8313461532515714,1.474795075699022,-0.5816479042412513,-0.7877756916800193,0.872,0.14864864864864863,0.4,0.0,0.5168554096916255,0.14301929625425655,0.1318181818181818,0.5168833845876917,0.22925648338528887,0.0635135135135135,0.8254933333333334,0.16,0.0
1908,15810786,O'Toole,620,France,Female,67,3,0.0,2,1,1,43486.73,0,0,5,GOLD,404,0,True,False,False,1,201,43486.73,41540,4489,384400,9,56+,Fair,0,3,0,Regular,-0.3158746463257536,2.6773571904292894,-0.695981771888179,-1.2258476714090278,-0.9842784767678948,-0.8964274455888874,0.0484313741079838,0.13049356600993361,2.0619412616884913,3.0375031937250085,-0.3831214072269571,-0.8144134730549238,0.1422652650080519,0.5399999999999999,0.6621621621621623,0.30000000000000004,0.0,0.21739651136683552,0.32349602724177073,0.2284090909090909,0.21744182544401813,0.5400941831929429,0.5116707616707616,0.43650000000000005,0.09,0.30000000000000004
1909,15626983,Ledford,605,Spain,Female,48,6,0.0,2,1,1,40062.99,0,0,2,DIAMOND,457,0,False,False,True,0,288,40062.99,29040,2304,366025,36,46-55,Fair,0,6,0,Loyal,-0.4710762819906437,0.8656389671045572,0.3413519501232164,-1.2258476714090278,-1.0438138942558568,-0.6618244228206541,0.7284716496719916,0.07234830346349823,0.47331689240459207,0.7202236369421612,-0.5293930458744269,0.08339657808352734,1.072306221696123,0.5099999999999999,0.40540540540540543,0.6000000000000001,0.0,0.20027617637484377,0.38365493757094216,0.32727272727272727,0.2003224817486312,0.3328248325263647,0.2432432432432432,0.40587500000000004,0.36,0.6000000000000001
1910,15773605,Iadanza,670,Spain,Female,32,3,0.0,2,1,0,46175.7,0,0,5,SILVER,325,0,False,False,True,3,96,46175.7,21440,1024,448900,9,26-35,Good,0,0,0,Regular,0.20146413922388007,-0.6600184841162697,-0.695981771888179,-1.2258476714090278,-0.9375199753739208,-1.246118743677386,-0.7723068895037497,0.1761602540848131,-0.49256672412001873,-0.6372673619969896,0.130321895780488,-0.8144134730549238,-0.7877756916800193,0.64,0.1891891891891892,0.30000000000000004,0.0,0.2308426454726426,0.23382519863791149,0.10909090909090909,0.2308871809957202,0.2068050673210851,0.08599508599508598,0.544,0.09,0.0
1911,15811261,Alaniz,617,Spain,Male,42,0,70105.87,1,1,1,120830.73,0,0,3,SILVER,702,1,False,False,True,3,0,1.7235219601160343,25914,1764,380689,0,36-45,Fair,1,0,0,New,-0.3469149734587316,0.2935174228967471,-1.7333154938995745,-0.10225326345217163,0.36065639859907983,0.422661248466462,-1.5226961590916204,-0.6080108526956544,0.07603371013407453,0.14753212176470695,-0.4126623079627808,-1.1136834901010744,-0.7877756916800193,0.5339999999999999,0.3243243243243243,0.0,0.27941970383273945,0.6041534466541554,0.6617480136208853,0.0,8.617462778222862e-06,0.2809909133116668,0.1769041769041769,0.43031499999999995,0.0,0.0
1912,15590606,Saunders,595,France,Male,41,9,0.0,2,1,0,5967.09,0,0,5,GOLD,369,1,True,False,False,1,369,5967.09,24395,1681,354025,81,36-45,Fair,0,0,0,Loyal,-0.5745440391005705,0.1981638321954454,1.378685672134612,-1.2258476714090278,-1.6367075255268648,-1.0513539700584753,1.3616125958867575,-0.5067012322071437,-0.11701592322130491,0.05950731480224638,-0.6249173813176725,1.5797466633142794,-0.7877756916800193,0.4899999999999999,0.3108108108108108,0.9,0.0,0.029780394027629636,0.2837684449489217,0.4193181818181818,0.029836571398095858,0.2558035418186642,0.1667076167076167,0.385875,0.81,0.0
1913,15576644,Lin,687,Germany,Female,29,4,78939.15,1,1,0,122134.56,1,1,4,SILVER,892,0,False,True,False,3,116,1.5471792237536919,19923,841,471969,16,26-35,Good,1,0,0,Regular,0.3773593263107555,-0.9460792562201749,-0.35020386455104724,0.039318676414163936,0.3833286994698613,1.2636909527299398,-0.6159757916729434,-0.6080138475184808,-0.6853621775763127,-0.8313461532515714,0.3139594703088407,-0.5816479042412513,-0.7877756916800193,0.674,0.14864864864864863,0.4,0.314626348889304,0.6106732192924423,0.8774120317820657,0.1318181818181818,7.73571594231478e-06,0.1816508589241892,0.0635135135135135,0.5824483333333332,0.16,0.0
1914,15750264,Pinto,757,Germany,Male,30,6,105128.85,2,1,1,62972.13,0,0,2,DIAMOND,871,1,False,True,False,0,180,0.5989938157431024,22710,900,573049,36,26-35,Excellent,1,6,0,Loyal,1.1016336260802426,-0.8507256655188732,0.3413519501232164,0.45906384848132026,-0.6454468412114762,1.1707350380481871,-0.11571627861436291,-0.6080299505197283,-0.33116248820077454,-0.7687743025192199,1.118592789192446,0.08339657808352734,1.072306221696123,0.814,0.16216216216216217,0.6000000000000001,0.4190101646449362,0.314832816533979,0.8535754824063564,0.20454545454545453,2.994610634468992e-06,0.22786363334880944,0.07076167076167075,0.750915,0.36,0.6000000000000001
1915,15741554,Streeter,746,Spain,Male,31,2,113836.27,1,1,1,174815.54,0,0,3,SILVER,537,1,False,False,True,3,62,1.535661738901504,23126,961,556516,4,26-35,Good,1,2,0,New,0.9878190932593233,-0.7553720748175714,-1.0417596792253108,0.5986186164305902,1.2993983011262291,-0.3077066526044529,-1.0380697558161207,-0.6080140431195429,-0.2782930691910064,-0.704081372101026,0.9869841360355145,-0.9806745936361185,-0.16774838722130514,0.7919999999999999,0.1756756756756757,0.2,0.45371517176555637,0.8741032768629404,0.4744608399545971,0.07045454545454545,7.67812635265814e-06,0.23476155733899318,0.07825552825552826,0.72336,0.04,0.2
1916,15769051,Shaw,503,Spain,Male,25,7,0.0,1,0,1,192841.13,0,0,1,SILVER,417,1,False,False,True,3,175,192841.13,12575,625,253009,49,18-25,Poor,0,7,0,Loyal,-1.5264474045118965,-1.3274936190253817,0.6871298574603482,-1.2258476714090278,1.6128452994721405,-0.8388833079287547,-0.1547990530720645,2.6669743736837983,-1.61921912681616,-1.060422759322553,-1.429041237078914,0.5156754915946334,1.38231987392548,0.30599999999999994,0.09459459459459457,0.7000000000000001,0.0,0.9642398349042333,0.3382519863791147,0.19886363636363635,0.9642419054788023,0.05980964382834783,0.036977886977886974,0.21751500000000001,0.49,0.7000000000000001
1917,15812198,Chen,543,Germany,Male,48,1,100900.5,1,0,0,33310.72,1,1,2,DIAMOND,751,1,False,True,False,0,48,0.3301310684182098,26064,2304,294849,1,46-55,Poor,1,0,1,New,-1.1125763760721894,0.8656389671045572,-1.3875375865624426,0.39129562286933683,-1.1612291224687001,0.6395583827238852,-1.1475015242976851,-0.6080345166068238,0.09509720256548132,0.7202236369421612,-1.0959797208334643,-1.0804312659848354,-0.7877756916800193,0.386,0.40540540540540543,0.1,0.4021573061795728,0.16651160185797742,0.717366628830874,0.05454545454545454,1.6502463491141464e-06,0.2834781455196657,0.2432432432432432,0.2872483333333333,0.01,0.0
1918,15699772,Barclay,428,Germany,Female,40,3,129248.11,2,1,0,72876.43,1,1,2,SILVER,758,0,False,True,False,3,120,0.5638447336310478,17120,1600,183184,9,36-45,Poor,1,0,1,Regular,-2.302455582836347,0.10281024149414371,-0.695981771888179,0.8456258533470681,-0.4732209609092275,0.6705436876178028,-0.5847095721067821,-0.6080305474554208,-1.0415953061445342,-0.02639641247437176,-1.9848734639392993,-0.8144134730549238,-0.7877756916800193,0.15599999999999992,0.2972972972972973,0.30000000000000004,0.5151418649699566,0.3643590462889206,0.7253121452894438,0.13636363636363635,2.818858615550021e-06,0.13517277973071568,0.15675675675675674,0.10114000000000001,0.09,0.0
1919,15744105,Kodilinyechukwu,768,France,Female,28,3,109118.05,2,0,1,50911.41,0,0,3,SILVER,803,0,True,False,False,3,84,0.4665675700072536,21504,784,589824,9,26-35,Excellent,1,3,0,Regular,1.215448158901162,-1.0414328469214764,-0.695981771888179,0.5229991910171378,-0.8551707105489292,0.869734933364416,-0.8661055482022336,-0.6080321995102551,-0.48443296734928515,-0.8917969242980804,1.2521278497808166,-0.8144134730549238,0.1422652650080519,0.836,0.13513513513513514,0.30000000000000004,0.4349098472610932,0.25452345699014256,0.7763904653802497,0.09545454545454544,2.332454508407504e-06,0.207866286396498,0.056511056511056514,0.7788733333333333,0.09,0.30000000000000004
1920,15739858,Otitodilichukwu,618,France,Male,56,7,0.0,1,1,1,142400.27,1,1,5,DIAMOND,444,1,True,False,False,0,392,142400.27,34608,3136,381924,49,56+,Fair,0,7,0,Loyal,-0.336568197747739,1.6284676927149706,0.6871298574603482,-1.2258476714090278,0.7357291462152229,-0.7193685604807868,1.5413933583921848,1.8103389259663936,1.1809537314584122,1.6025927862526093,-0.40283126177341344,0.5156754915946334,1.38231987392548,0.5359999999999999,0.5135135135135136,0.7000000000000001,0.0,0.7120114470931973,0.3688989784335982,0.44545454545454544,0.7120281221217445,0.4251508920872853,0.34545454545454546,0.43237333333333333,0.49,0.7000000000000001
1921,15723720,McKenzie,591,France,Female,31,7,0.0,2,0,1,48778.46,0,0,4,PLATINUM,406,0,True,False,False,2,217,48778.46,18321,961,349281,49,26-35,Fair,0,7,0,Loyal,-0.6159311419445411,-0.7553720748175714,0.6871298574603482,-1.2258476714090278,-0.8922605797361189,-0.8875745013334824,0.17349625237262892,0.2203628405970366,-0.8889602767437372,-0.704081372101026,-0.6626813352629023,0.5156754915946334,1.38231987392548,0.4819999999999999,0.1756756756756757,0.7000000000000001,0.0,0.24385768840924305,0.32576617480136205,0.24659090909090908,0.24390147033912982,0.1550872189427605,0.07825552825552826,0.3779683333333333,0.49,0.7000000000000001
1922,15638355,Woods,658,France,Female,35,5,126397.66,1,0,0,156361.58,1,1,3,GOLD,501,0,True,False,False,1,175,1.2370509307614495,23030,1225,432964,25,26-35,Good,1,0,0,Regular,0.07730283069196799,-0.3739577120123647,-0.004425957213915414,0.7999413809888958,0.9785023765215128,-0.4670596492017434,-0.1547990530720645,-0.6080191144169659,-0.2904937043471067,-0.42409885356982613,0.0034655783118578316,-0.28237788719510093,-0.7877756916800193,0.616,0.22972972972972977,0.5,0.5037808777260919,0.7818246642554363,0.43359818388195237,0.19886363636363635,6.185016170311693e-06,0.23316972872587388,0.11068796068796069,0.5174399999999999,0.25,0.0
1923,15805637,Hsing,625,France,Male,36,9,108546.16,3,1,0,133807.77,1,1,5,GOLD,330,1,True,False,False,1,324,1.2327155312032114,22500,1296,390625,81,36-45,Fair,1,0,0,Loyal,-0.26414076777079026,-0.27860412131106305,1.378685672134612,0.5138334477496133,0.5863141571198731,-1.2239863830388735,1.009867625767443,-0.6080191880449123,-0.35785137760474406,-0.34880052472242007,-0.33356815821577346,1.5797466633142794,-0.7877756916800193,0.5499999999999999,0.24324324324324326,0.9,0.4326304755847285,0.6690448437825811,0.2395005675368899,0.36818181818181817,6.163338357424527e-06,0.22438150825761094,0.1194103194103194,0.44687499999999997,0.81,0.0
1924,15629575,Wheare,717,France,Male,36,2,148061.89,1,1,0,179128.69,1,1,5,PLATINUM,969,1,True,False,False,2,72,1.209814896899554,25812,1296,514089,4,36-45,Good,1,0,0,New,0.6877625976405357,-0.27860412131106305,-1.0417596792253108,1.147156352869156,1.3743996697868757,1.6045293065630335,-0.9599042069007174,-0.6080195769656229,0.0630705352807179,-0.34880052472242007,0.6492498877146328,-0.9806745936361185,-0.7877756916800193,0.7339999999999999,0.24324324324324326,0.2,0.5901276091818795,0.8956710865887691,0.9648127128263337,0.08181818181818182,6.0488308803711645e-06,0.27929959541022753,0.1194103194103194,0.6526483333333333,0.04,0.0
1925,15586243,Yobachi,667,France,Male,44,8,122277.87,1,1,1,91810.71,0,0,5,PLATINUM,950,1,True,False,False,2,352,0.7508305400597831,29348,1936,444889,64,36-45,Good,1,8,0,Loyal,0.17042381209090204,0.48422460429935044,1.03290776479748,0.7339130583112572,-0.14397275145583202,1.5204263361366857,1.2287311627305721,-0.6080273718816893,0.5124605968637473,0.32994497474715534,0.09839288665858315,1.0144588533382175,1.6923335261548371,0.634,0.35135135135135137,0.8,0.4873607048981521,0.4590394882711299,0.9432463110102156,0.39999999999999997,3.7538228027875457e-06,0.33793194932678916,0.198034398034398,0.537315,0.64,0.8
1926,15757931,Fang,804,France,Male,24,3,0.0,2,1,0,173195.33,0,0,4,SILVER,335,1,True,False,False,3,72,173195.33,19296,576,646416,9,18-25,Excellent,0,0,0,Regular,1.5879320844968983,-1.4228472097266833,-0.695981771888179,-1.2258476714090278,1.2712244681926033,-1.2018540224003609,-0.9599042069007174,2.3333304057029474,-0.7650475759395932,-1.1123892116256924,1.7026206157311627,-0.8144134730549238,-0.7877756916800193,0.908,0.08108108108108109,0.30000000000000004,0.0,0.8660014531387746,0.2451759364358683,0.08181818181818182,0.8660092118832512,0.17125422829475362,0.03095823095823095,0.8731933333333335,0.09,0.0
1927,15716023,Pearson,693,France,Male,31,1,0.0,2,0,1,182270.88,0,0,1,SILVER,304,1,True,False,False,3,31,182270.88,21483,961,480249,1,26-35,Good,0,1,0,New,0.4394399805767116,-0.7553720748175714,-1.3875375865624426,-1.2258476714090278,1.4290392141087283,-1.3390746583591389,-1.2803829574538705,2.4874601695002276,-0.4871018562896821,-0.704081372101026,0.37987126176468017,-1.0804312659848354,-0.4777620394506622,0.686,0.1756756756756757,0.1,0.0,0.9113835371277956,0.20998864926220204,0.035227272727272725,0.9113886681721834,0.20751807388737814,0.07825552825552826,0.5962483333333333,0.01,0.1
1928,15647782,Brown,729,Germany,Male,36,8,152899.24,2,1,0,177130.33,0,0,4,SILVER,625,1,False,True,False,3,288,1.1584699278431478,26244,1296,531441,64,36-45,Good,1,0,0,Loyal,0.8119239061724478,-0.27860412131106305,1.03290776479748,1.2246850877572628,1.3396501862129933,0.08182289463336839,0.7284716496719916,-0.6080204489555247,0.11797339348316947,-0.34880052472242007,0.7873780767655659,1.0144588533382175,-0.7877756916800193,0.7579999999999999,0.24324324324324326,0.8,0.6094077479824578,0.8856783322807327,0.5743473325766175,0.32727272727272727,5.7920963817510526e-06,0.28646282416926444,0.1194103194103194,0.6815683333333333,0.64,0.0
1929,15716609,L?,484,Germany,Male,54,3,134388.11,1,0,0,49954.79,1,1,3,GOLD,719,1,False,True,False,1,162,0.3717175446730766,26136,2916,234256,9,46-55,Poor,1,0,0,Regular,-1.7230361430207572,1.4377605113123673,-0.695981771888179,0.9280051927219054,-0.8718053764632027,0.49791127463740475,-0.25641426666208866,-0.6080338103450807,0.10424767893255658,1.3692740208099428,-1.5783218922928461,-0.8144134730549238,-0.7877756916800193,0.2679999999999999,0.48648648648648657,0.30000000000000004,0.5356282704264509,0.2497399001604653,0.681044267877412,0.18409090909090908,1.858186549037946e-06,0.2846720169795052,0.31842751842751843,0.18625999999999998,0.09,0.0
1930,15623791,Padovesi,632,Spain,Female,40,3,109740.62,1,1,0,141896.74,0,0,4,PLATINUM,336,0,False,False,True,2,120,1.2930075207564824,25280,1600,399424,9,36-45,Fair,1,0,0,Regular,-0.19171333779384153,0.10281024149414371,-0.695981771888179,0.5329771881600545,0.7269732626587281,-1.1974275502726583,-0.5847095721067821,-0.608018164108059,-0.004541317876004844,-0.02639641247437176,-0.26352493925201365,-0.8144134730549238,-0.7877756916800193,0.564,0.2972972972972973,0.30000000000000004,0.4373912133009861,0.7094935566346585,0.246311010215664,0.13636363636363635,6.464809640653137e-06,0.27047821184585796,0.15675675675675674,0.46154,0.09,0.0
1931,15627262,Soto,536,Germany,Male,23,6,92366.72,2,1,0,120661.71,0,0,2,DIAMOND,733,1,False,True,False,0,138,1.306319025737563,12328,529,287296,36,18-25,Poor,1,0,0,Loyal,-1.1850038060491381,-1.518200800427985,0.3413519501232164,0.2545238020969242,0.35771730968934523,0.55988188442524,-0.44401158405905633,-0.6080179380392127,-1.6506103443532099,-1.1622345842429893,-1.1561043296337006,0.08339657808352734,-0.7877756916800193,0.372,0.0675675675675676,0.6000000000000001,0.36814437288063856,0.6033082659393972,0.6969353007945517,0.1568181818181818,6.53136966824693e-06,0.05571400145917624,0.025184275184275177,0.27466,0.36,0.0
1932,15652693,Greco,573,France,Female,26,4,129109.02,1,0,0,149814.68,1,1,4,PLATINUM,743,0,True,False,False,2,104,1.1603644705500007,14898,676,328329,16,26-35,Fair,1,0,0,Regular,-0.8021731047424093,-1.23214002832408,-0.35020386455104724,0.8433966427802109,0.8646583273963055,0.6041466057022651,-0.7097744503714272,-0.6080204167805691,-1.3239891740284402,-1.0063352273335713,-0.8294668249468091,-0.5816479042412513,-0.7877756916800193,0.44600000000000006,0.10810810810810811,0.4,0.5145874964612127,0.749087037812111,0.7082860385925085,0.11818181818181818,5.801569451477201e-06,0.09832857995622474,0.04324324324324324,0.34304833333333334,0.16,0.0
1933,15586993,Giordano,655,Spain,Female,56,5,0.0,2,1,1,41782.7,0,0,2,PLATINUM,979,0,False,False,True,2,280,41782.7,36680,3136,429025,25,56+,Good,0,5,0,Regular,0.04626250355898996,1.6284676927149706,-0.004425957213915414,-1.2258476714090278,-1.0139098557458581,1.6487940278400586,0.6659392105396691,0.10155408119595753,1.4442841069109114,1.6025927862526093,-0.027890284797387536,-0.28237788719510093,0.762292569466766,0.61,0.5135135135135136,0.5,0.0,0.20887554761479718,0.9761634506242907,0.3181818181818182,0.20892135507031856,0.4595078596537773,0.34545454545454546,0.510875,0.25,0.5
1934,15815560,Bogle,666,Germany,Male,74,7,105102.5,1,1,1,46172.47,0,0,2,DIAMOND,832,1,False,True,False,0,518,0.43930478052586264,49284,5476,443556,49,56+,Good,1,7,0,Loyal,0.16007703637990936,3.344832325338401,0.6871298574603482,0.45864153416370795,-0.9375761418464,0.9981026250677889,2.5262792747262655,-0.6080326625133021,3.0461258309472528,4.084256018688245,0.08778172506309595,0.5156754915946334,1.38231987392548,0.632,0.7567567567567568,0.7000000000000001,0.4189051419243567,0.23082649393017032,0.8093076049943246,0.5886363636363636,2.1961354353391896e-06,0.6685016913179015,0.6329238329238329,0.5350933333333334,0.49,0.7000000000000001
